00.0010,00.01.01,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Konsultation, erste 5 Min. (Grundkonsultation)"
00.0020,00.01.01,Z,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Konsultation, jede weiteren 5 Min. (Konsultationszuschlag)"
00.0030,00.01.01,Z,0,,,01,FMH05,N,0001,4.78,0,4.1,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Konsultation, letzte 5 Min. (Konsultationszuschlag)"
00.0040,00.01.01,Z,0,,,01,FMH05,N,0001,0,0,13.11,0,,,,,8,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/28/08 00:00:00,+ Zuschlag für Kinder unter 6 Jahren
00.0050,00.01.01,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Vorbesprechung diagnostischer/therapeutischer Eingriffe mit Patienten/Angehörigen durch den Facharzt, pro 5 Min."
00.0060,00.01.01,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,05/31/12 00:00:00,02/01/12 00:00:00,"Besuch, erste 5 Min. (Grundbesuch)"
00.0065,00.01.01,Z,0,,,01,,N,,40,0,0,0,,,,,,,1,1,03/01/09 00:00:00,05/31/12 00:00:00,09/01/11 00:00:00,"+ Besuchs-Inkonvenienzpauschale Mo-Fr 7-19, Sa 7-12"
00.0070,00.01.01,Z,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Besuch, jede weiteren 5 Min. (Besuchszuschlag)"
00.0080,00.01.01,Z,0,,,01,FMH05,N,0001,4.78,0,4.1,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Besuch, letzte 5 Min. (Besuchszuschlag)"
00.0090,00.01.01,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/04 00:00:00,11/15/04 00:00:00,"+ Wegentschädigung, pro 5 Min."
00.0095,00.01.01,Z,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,04/01/06 00:00:00,12/31/99 00:00:00,09/25/07 00:00:00,"+ Wegentschädigung, pro 5 Min."
00.0100,00.01.01,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Patiententransport durch den Facharzt, pro 5 Min."
00.0110,00.01.01,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Telefonische Konsultation durch den Facharzt, erste 5 Min."
00.0120,00.01.01,Z,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Telefonische Konsultation durch den Facharzt, jede weiteren 5 Min."
00.0130,00.01.01,Z,0,,,01,FMH05,N,0001,4.78,0,4.1,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Telefonische Konsultation durch den Facharzt, letzte 5 Min."
00.0140,00.01.01,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Ärztliche Leistung in Abwesenheit des Patienten (inkl. Aktenstudium), pro 5 Min."
00.0150,00.01.01,H,0,,,01,,N,0001,0,0,8.19,0,,,,,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,Medikamentenverabreichung durch nichtärztliches Personal
00.0155,00.01.01,H,0,,,18,,N,0001,0,0,8.19,0,,,,,5,0,1,1,01/01/08 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,Nichtärztliche Medikamentenabgabe zur Substitutionsbehandlung bei Opiatabhängigkeit
00.0160,00.01.01,H,0,,,01,,N,0001,0,0,8.19,0,,,,,5,0,1,1,01/01/05 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,Überwachte Urinabgabe bei Alkohol-/Drogenpatienten durch nichtärztliches Personal
00.0210,00.01.02.01,H,0,,,01,FMH06,N,0001,44.12,0,32.77,0,20,0,0,0,20,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie A: Operation/Intervention/Wochenbett"
00.0220,00.01.02.01,Z,0,,,01,FMH06,N,0001,33.09,0,24.58,0,15,0,0,0,15,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Zuschlag für Kinder/Jugendliche bis 16 Jahre, Kategorie A"
00.0230,00.01.02.01,H,0,,,01,FMH06,N,0001,22.06,0,16.39,0,10,0,0,0,10,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie B: Operation/Intervention/Wochenbett"
00.0240,00.01.02.01,Z,0,,,01,FMH06,N,0001,22.06,0,16.39,0,10,0,0,0,10,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Zuschlag für Kinder/Jugendliche bis 16 Jahre, Kategorie B"
00.0250,00.01.02.01,H,0,,,01,FMH06,N,0001,33.09,0,24.58,0,15,0,0,0,15,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie C: Behandlung ohne Operation/Intervention/Geburt"
00.0260,00.01.02.01,Z,0,,,01,FMH06,N,0001,22.06,0,16.39,0,10,0,0,0,10,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Zuschlag für Kinder/Jugendliche bis 16 Jahre, Kategorie C"
00.0270,00.01.02.01,H,0,,,01,FMH06,N,0001,22.06,0,16.39,0,10,0,0,0,10,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Betreuung des hospitalisierten Patienten durch eigenverantwortlich mitbehandelnden Facharzt, Kategorie E: mit oder ohne Operation/Intervention oder Wochenbett"
00.0310,00.01.02.02,H,0,,,01,FMH06,N,0001,11.03,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Betreuung des hospitalisierten Patienten durch den hauptverantwortlichen Facharzt, Kategorie D: mit und ohne Operation/Intervention oder Wochenbett, pro 5 Min."
00.0320,00.01.02.02,H,0,,,01,FMH06,N,0001,11.03,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Betreuung des hospitalisierten Patienten durch eigenverantwortlich mitbehandelnden Facharzt, Kategorie F: mit oder ohne Operation/Intervention oder Wochenbett, pro 5 Min."
00.0410,00.02.01,H,0,,,01,FMH05,N,0022,28.7,0,28.01,0,15,0,0,0,15,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,Kleine Untersuchung durch den Facharzt für Grundversorgung
00.0420,00.02.01,H,0,,,01,FMH05,N,0022,47.83,0,46.68,0,25,0,0,0,25,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,Umfassende Untersuchung durch den Facharzt für Grundversorgung
00.0430,00.02.01,H,0,,,01,FMH06,N,0022,30.89,0,26.14,0,14,0,0,0,14,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Kleine rheumatologische Untersuchung durch den Facharzt für Rheumatologie, Physikalische Medizin und Rehabilitation"
00.0440,00.02.01,H,0,,,01,FMH06,N,0022,55.15,0,46.68,0,25,0,0,0,25,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Umfassende rheumatologische Untersuchung durch den Facharzt für Rheumatologie, Physikalische Medizin und Rehabilitation"
00.0450,00.02.01,H,0,,,01,FMH06,N,0001,44.12,0,32.77,0,20,0,0,0,20,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Spezielle Wachstumsbeurteilung durch den Facharzt für Endokrinologie, Kinder- und Jugendmedizin"
00.0460,00.02.01,H,0,,,19,FMH05,A,0022,76.53,0,74.69,0,40,0,0,0,40,0,1,1,03/01/09 00:00:00,12/31/99 00:00:00,11/28/08 00:00:00,"Nachkontrolle des Lebendspenders, als alleinige Leistung"
00.0490,00.02.01,H,0,,,01,FMH07,N,0022,137.75,0,112.04,0,60,0,0,0,60,0,1,1,04/01/07 00:00:00,12/31/99 00:00:00,01/08/07 00:00:00,Kognitive Abklärung und Beratung
00.0510,00.02.02,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Spezifische Beratung durch den Facharzt für Grundversorgung, pro 5 Min."
00.0520,00.02.02,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Psychotherapeutische/psychosoziale Beratung durch den Facharzt für Grundversorgung, pro 5 Min."
00.0525,00.02.02,H,0,,,19,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,03/01/09 00:00:00,12/31/99 00:00:00,11/28/08 00:00:00,"Psychosomatische Einzeltherapie, pro 5 Min."
00.0530,00.02.02,H,0,,,01,FMH05,N,0001,9.57,0,8.19,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,03/31/07 00:00:00,01/08/07 00:00:00,"Genetische u/o pränatale Beratung durch den Facharzt, pro 5 Min."
00.0610,00.02.03,H,0,,,01,FMH05,N,0022,9.57,0,9.34,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Instruktion von Selbstmessungen, Selbstbehandlungen durch den Facharzt, pro 5 Min."
00.0710,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Punktion, venös, zwecks Blutentnahme, jede Lokalisation (Bestandteil von 'Allgemeine Grundleistungen')"
00.0715,00.03.01,H,0,,,01,,N,0001,0,0,8.19,0,,,,,5,0,1,1,04/01/06 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Punktion, venös, zwecks Blutentnahme, jede Lokalisation durch nichtärztliches Personal"
00.0716,00.03.01,H,0,,,01,,N,0001,0,0,4.92,0,,,,,3,0,1,1,04/01/06 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Blutentnahme kapillär, jede Lokalisation durch nichtärztliches Personal"
00.0720,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Punktion, arteriell, durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen')"
00.0730,00.03.01,H,0,,,01,FMH05,N,0022,13.39,0,13.07,0,7,0,0,0,7,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,01/13/06 00:00:00,"Punktion in Reservoirsystem (intravenös, intraarteriell, Liquor) durch den Facharzt"
00.0740,00.03.01,H,0,,2,01,FMH06,N,0049,120.85,0,143.72,0,20,9,0,0,20,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,Punktion u/o Injektion in Reservoirsystem (Liquor) durch den Facharzt beim Kind/Jugendlichen bis 16 Jahre
00.0750,00.03.01,H,0,,,01,,N,0001,0,0,8.19,0,,,,,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,Injektion/Infusion durch nichtärztliches Personal
00.0760,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Injektion, intrakutan/intramukös, durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen')"
00.0770,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"+ Injektion, intrakutan/intramukös, durch den Facharzt, beim Kind bis 7 Jahre (Bestandteil von 'Allgemeine Grundleistungen')"
00.0780,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Injektion, subkutan (Bestandteil von 'Allgemeine Grundleistungen')"
00.0790,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Injektion, intramuskulär (Bestandteil von 'Allgemeine Grundleistungen')"
00.0800,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Injektion, intravenös (Bestandteil von 'Allgemeine Grundleistungen')"
00.0810,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"+ Injektion, intravenös, beim Kind bis 7 Jahre (Bestandteil von 'Allgemeine Grundleistungen')"
00.0820,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Injektion, intraarteriell, durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen')"
00.0830,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Injektion, intrathekal"
00.0840,00.03.01,H,0,,,01,FMH05,N,0022,22.96,0,22.41,0,12,0,0,0,12,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Injektion in Reservoirsystem (intravenös, intraarteriell, Liquor) durch den Facharzt"
00.0850,00.03.01,H,0,,1,01,FMH05,N,0010,28.7,0,35.29,0,15,0,0,0,15,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Gefässzugang, periphervenös, jeder Zugang, durch den Facharzt"
00.0855,00.03.01,H,0,,,01,,N,0010,0,0,35.29,0,,,,,15,0,1,1,04/01/10 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Gefässzugang, periphervenös, jeder Zugang, durch nichtärztliches Personal"
00.0860,00.03.01,H,0,,1,01,FMH05,N,0010,44,0,54.11,0,23,0,0,0,23,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Gefässzugang, zentralvenös, jeder Zugang, durch den Facharzt"
00.0870,00.03.01,H,0,,3,01,FMH05,N,0010,38.26,0,47.05,0,20,0,0,0,20,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Gefässzugang, periphervenös beim Neugeborenen"
00.0880,00.03.01,H,0,,3,01,FMH05,N,0010,38.26,0,47.05,0,20,0,0,0,20,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Gefässzugang, Nabelgefäss"
00.0890,00.03.01,H,0,,1,01,FMH05,N,0010,30.61,0,37.64,0,16,0,0,0,16,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Gefässzugang, Venaesectio durch den Facharzt beim Kind/Jugendlichen älter als 7 Jahre und Erwachsenen"
00.0900,00.03.01,H,0,,1,01,FMH06,N,0010,57.36,0,61.17,0,26,0,0,0,26,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Gefässzugang, Venaesectio durch den Facharzt beim Kind bis 7 Jahre"
00.0910,00.03.01,H,0,,3,01,FMH06,N,0161,66.18,0,0,0,30,0,0,0,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Gefässzugang, Venaesectio durch den Facharzt bei Frühgeborenen und Neugeborenen"
00.0920,00.03.01,H,0,,1,01,FMH05,N,0010,34.44,0,42.35,0,18,0,0,0,18,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Gefässzugang, peripherarteriell, durch den Facharzt"
00.0930,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Wechsel einer Infusion, venös, durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen')"
00.0940,00.03.01,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Wechsel einer Infusion, arteriell, durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen')"
00.0950,00.03.01,H,0,,,01,FMH05,N,0010,13.39,0,16.47,0,7,0,0,0,7,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,Anlegen einer Infusion ins subkutane Fettgewebe durch den Facharzt
00.0960,00.03.01,H,0,,1,01,FMH05,N,0010,19.13,0,23.53,0,10,0,0,0,10,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,Anlegen einer intramedullären Infusion durch den Facharzt
00.0970,00.03.01,H,0,,,01,FMH05,N,0022,21.04,0,20.54,0,11,0,0,0,11,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Aderlass durch den Facharzt, venös oder arteriell"
00.0980,00.03.01,H,0,,1,01,FMH06,N,0049,243.78,81.26,215.58,1,30,9,0,0,30,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Einlage eines Port-A-Cath/arteriovenösen Reservoirsystems, venös/arteriell, jede Lokalisation der Katheterspitze"
00.0990,00.03.01,Z,0,,1,01,FMH06,N,0049,93.76,31.25,107.79,1,15,0,0,0,15,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"+ Einlage eines Port-A-Cath/arteriovenösen Reservoirsystems, venös/arteriell, jede Lokalisation der Katheterspitze, beim Kind bis 7 Jahre"
00.0995,00.03.01,H,0,,1,01,FMH07,N,0049,339.98,127.49,287.44,1,40,9,0,0,40,0,1,1,01/01/05 00:00:00,12/31/99 00:00:00,11/15/04 00:00:00,"Entfernung eines Port-A-Cath/arteriovenösen Reservoirsystems, venös/arteriell, jede Lokalisation der Katheterspitze"
00.0996,00.03.01,Z,0,,1,01,FMH07,N,0049,104.07,39.03,107.79,1,15,0,0,0,15,0,1,1,01/01/05 00:00:00,03/31/07 00:00:00,01/08/07 00:00:00,"+ Entfernung eines Port-A-Cath/arteriovenösen Reservoirsystems, venös/arteriell, jede Lokalisation der Katheterspitze, beim Kind bis 7 Jahre"
00.1000,00.03.01,H,0,,,01,FMH07,N,0022,45.92,0,31.74,0,13,4,3,0,17,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Knochenmarkpunktion, jede Lokalisation"
00.1010,00.03.01,Z,0,,,01,FMH07,N,0022,11.48,0,9.34,0,5,0,0,0,5,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,+ Knochenbiopsie/Knochenentnahme zur histologischen Untersuchung
00.1020,00.03.01,H,0,,,01,FMH05,N,0022,21.04,0,20.54,0,11,0,0,0,11,0,1,1,01/01/01 00:00:00,03/31/07 00:00:00,01/08/07 00:00:00,Feinnadelpunktion zur Entnahme von Gewebe und anderem Material
00.1110,00.03.02,M,0,,,01,,N,,,,,,,,,,,,1,1,01/01/01 00:00:00,12/31/99 00:00:00,12/23/09 00:00:00,"Oberflächenanästhesie mittels Spray/Tropfen: Auge, durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen')"
00.1120,00.03.02,H,0,,,01,FMH05,N,0018,1.91,0,2.35,0,1,0,0,0,1,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Oberflächenanästhesie mittels Spray/Tropfen: Nase, durch den Facharzt"
00.1130,00.03.02,H,0,,,01,FMH05,N,0018,1.91,0,2.35,0,1,0,0,0,1,0,1,1,01/01/01 00:00:00,12/31/99 00:00:00,11/08/01 00:00:00,"Oberflächenanästhesie mittels Spray/Tropfen: Mund u/o Rachen, durch den Facharzt"
